,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
457,Margate,GB,51.3813,1.3862,57.69,87,100,1.99,overcast clouds
458,Khandyga,RU,62.6667,135.6,34.65,97,98,3.27,overcast clouds
459,Nizwa,OM,22.9333,57.5333,83.05,25,0,2.57,clear sky
460,Luohe,CN,33.5717,114.0353,54.86,67,100,7.14,overcast clouds
461,Biloela,AU,-24.4167,150.5,64.81,93,0,2.26,clear sky
462,Puma,TZ,-5.0,34.7333,65.84,65,63,10.69,broken clouds
463,Nouakchott,MR,18.0858,-15.9785,94.93,40,100,9.01,overcast clouds
464,Willmar,US,45.1219,-95.0433,66.38,49,0,19.57,clear sky
465,Rudnichnyy,RU,59.617,52.4703,46.11,85,100,5.99,overcast clouds
466,Malinovoye Ozero,RU,51.6753,79.7825,63.01,65,100,5.64,overcast clouds
467,Horta,PT,38.5333,-28.6333,62.24,72,40,19.57,scattered clouds
468,Saravan,AM,39.7196,45.6483,50.65,51,92,3.36,overcast clouds
469,Pizarro,CO,4.9533,-77.366,82.29,79,100,6.78,light rain
470,Egvekinot,RU,66.3167,-179.1667,26.69,99,100,7.9,light snow
471,Isangel,VU,-19.55,169.2667,71.71,78,100,4.61,overcast clouds
472,Suba,PH,10.8438,121.0102,83.17,78,100,7.0,overcast clouds
473,Soyo,AO,-6.1349,12.3689,77.97,86,0,7.29,clear sky
474,Ouargaye,BF,11.5033,0.0572,93.87,36,100,1.97,light rain
475,Celestun,MX,20.8667,-90.4,83.88,61,0,14.29,clear sky
476,Curuguaty,PY,-24.4694,-55.6945,63.05,100,100,5.3,overcast clouds
477,Lishan,CN,31.8576,113.2951,54.54,77,100,5.73,overcast clouds
478,Sioux Lookout,CA,50.1001,-91.917,53.67,87,100,5.75,overcast clouds
479,Ambulu,ID,-8.345,113.6058,76.21,89,15,2.95,few clouds
480,Thunder Bay,CA,48.4001,-89.3168,73.31,35,20,12.66,few clouds
481,Asau,RO,46.4333,26.4,60.28,83,78,3.85,broken clouds
482,Baykit,RU,61.67,96.37,49.57,69,0,2.37,clear sky
483,Aklavik,CA,68.2191,-135.0107,24.8,74,100,11.5,overcast clouds
484,Tarko-Sale,RU,64.9225,77.785,55.76,64,21,13.96,few clouds
485,Rundu,NA,-17.9333,19.7667,64.87,32,5,5.44,clear sky
486,Taksimo,RU,56.3444,114.8794,38.08,92,21,3.71,few clouds
487,Baoqing,CN,46.3317,132.2111,44.55,66,100,9.1,overcast clouds
488,General Roca,AR,-39.0333,-67.5833,62.01,23,0,4.29,clear sky
489,Mount Isa,AU,-20.7333,139.5,53.37,82,10,0.0,clear sky
490,Pacific Grove,US,36.6177,-121.9166,77.34,78,20,10.0,few clouds
491,Maltahohe,NA,-24.8333,16.9833,62.35,19,0,9.13,clear sky
492,Krivosheino,RU,57.3431,83.9261,58.78,48,25,4.88,scattered clouds
493,Fayaoue,NC,-20.65,166.5333,75.97,73,25,10.58,scattered clouds
494,Grass Valley,US,39.2191,-121.0611,80.02,39,0,3.0,clear sky
495,Ossora,RU,59.2353,163.0719,34.29,100,100,0.69,overcast clouds
496,Rock Springs,US,41.5875,-109.2029,69.04,31,42,10.0,scattered clouds
497,Singarayakonda,IN,15.25,80.0333,85.44,81,100,7.58,overcast clouds
498,Medina Del Campo,ES,41.3124,-4.9141,67.6,62,21,5.19,light rain
499,Almeirim,BR,-1.5233,-52.5817,82.09,87,68,4.41,broken clouds
500,Hinundayan,PH,10.3523,125.2506,79.48,84,100,5.77,overcast clouds
501,Ust-Nera,RU,64.5667,143.2,27.45,95,100,2.8,light snow
502,Zenzeli,RU,45.9241,47.0474,65.08,52,100,11.61,light rain
503,Kurikka,FI,62.6167,22.4167,44.74,87,31,4.36,scattered clouds
504,Rehoboth,NA,-23.3167,17.0833,62.78,24,0,2.35,clear sky
505,Bathsheba,BB,13.2167,-59.5167,86.61,66,40,23.02,scattered clouds
506,Ormara,PK,25.2088,64.6357,82.15,88,0,10.25,clear sky
507,Douglas,US,41.3,-96.167,86.52,45,40,8.05,scattered clouds
508,Arraial Do Cabo,BR,-22.9661,-42.0278,78.76,65,20,11.5,few clouds
509,Tignere,CM,7.3667,12.65,66.33,76,50,3.13,scattered clouds
510,Barra Mansa,BR,-22.5442,-44.1714,73.67,75,1,6.11,clear sky
511,Graaff-Reinet,ZA,-32.2522,24.5308,53.92,67,0,1.66,clear sky
512,Safaga,EG,26.7292,33.9365,86.22,38,0,10.45,clear sky
513,Zhigansk,RU,66.7697,123.3711,19.06,84,11,9.51,few clouds
514,Goodyear,US,33.4353,-112.3582,100.17,7,20,5.75,few clouds
515,Vicar,ES,36.8316,-2.6427,75.22,35,99,3.36,overcast clouds
516,Borzya,RU,50.3833,116.5167,46.49,44,94,5.95,overcast clouds
517,Paracuru,BR,-3.41,-39.0306,83.1,78,67,13.15,broken clouds
518,Bilma,NE,18.6853,12.9164,86.14,14,0,10.45,clear sky
519,Hereford,GB,52.0568,-2.7148,67.6,67,6,2.84,clear sky
520,Yerbogachen,RU,61.2767,108.0108,46.69,64,9,3.11,clear sky
521,Buala,SB,-8.145,159.5921,79.25,81,50,0.51,scattered clouds
522,Okato,NZ,-39.2,173.8833,64.18,97,99,7.0,moderate rain
523,Teya,RU,60.3778,92.6267,48.38,92,100,3.36,overcast clouds
524,Aykhal,RU,66.0,111.5,33.22,95,100,4.85,overcast clouds
525,Mweka,CD,-4.85,21.5667,75.43,65,24,0.96,few clouds
526,Samfya,ZM,-11.3649,29.5565,63.7,57,0,5.26,clear sky
527,Tawau,MY,4.2498,117.8871,79.29,87,100,2.15,overcast clouds
528,Mountain Home,US,43.133,-115.6912,62.08,45,75,9.22,broken clouds
529,Jiazi,CN,22.8779,116.067,69.57,90,100,18.72,overcast clouds
530,Poum,NC,-20.2333,164.0167,76.5,78,100,16.75,overcast clouds
531,Maslovare,BA,44.5656,17.5336,62.64,80,98,3.06,overcast clouds
532,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,83.37,83,96,0.96,overcast clouds
533,Reconquista,AR,-29.15,-59.65,70.9,48,28,8.99,scattered clouds
534,Podborany,CZ,50.2294,13.4119,63.99,76,0,4.41,clear sky
535,Kutum,SD,14.2,24.6667,80.82,38,91,13.29,overcast clouds
536,Matamoros,MX,25.5333,-103.25,94.24,17,44,7.02,scattered clouds
537,Padang,ID,-0.9492,100.3543,79.03,85,11,3.56,few clouds
538,Arlit,NE,18.7369,7.3853,92.01,11,3,20.87,clear sky
539,Tchaourou,BJ,8.8865,2.5975,83.52,64,66,5.64,broken clouds
540,Harper,LR,4.375,-7.7169,76.08,87,100,7.43,overcast clouds
541,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,75,6.71,light rain
542,Riyadh,SA,24.6877,46.7219,84.34,8,0,13.11,clear sky
543,Dakoro,NE,14.5106,6.765,92.55,10,97,11.03,overcast clouds
544,Fairbanks,US,64.8378,-147.7164,44.6,79,75,0.0,broken clouds
545,Beloha,MG,-25.1667,45.05,67.17,87,0,8.93,clear sky
546,Shelton,US,41.3165,-73.0932,82.17,76,75,13.8,broken clouds
547,Yaroslavl,RU,57.6299,39.8737,48.0,81,0,11.18,clear sky
548,Matagami,CA,49.7502,-77.6328,83.59,33,100,8.37,overcast clouds
549,Daru,PG,-9.0763,143.2092,77.95,79,95,6.35,overcast clouds
550,Half Moon Bay,US,37.4636,-122.4286,81.54,61,20,8.05,few clouds
551,Pochutla,MX,15.7432,-96.4661,91.81,52,87,8.43,overcast clouds
552,Haines Junction,CA,60.7522,-137.5108,44.55,45,100,8.05,overcast clouds
553,Pitimbu,BR,-7.4706,-34.8086,81.66,76,20,12.68,few clouds
554,Hay River,CA,60.8156,-115.7999,49.96,61,75,12.66,broken clouds
555,Broadstairs,GB,51.3591,1.4394,56.59,70,100,3.0,overcast clouds
556,Jackson,US,42.4165,-122.8345,63.55,85,100,0.94,overcast clouds
557,Chanika,TZ,-5.4167,38.0167,65.17,98,81,3.04,broken clouds
558,Kuli,RU,42.0185,47.2434,45.21,47,100,10.22,overcast clouds
559,Port Victoria,KE,0.0939,33.9756,73.81,73,35,8.7,scattered clouds
560,Thai Binh,VN,20.45,106.3333,76.66,95,96,3.91,overcast clouds
561,Broken Hill,AU,-31.95,141.4333,60.98,65,100,8.1,overcast clouds
562,Batamshinskiy,KZ,50.5594,58.2747,53.26,68,85,8.41,overcast clouds
563,Zheleznodorozhnyy,RU,55.7503,38.0042,53.15,69,26,7.94,scattered clouds
564,Yanam,IN,16.7333,82.2167,82.8,87,9,3.89,clear sky
565,Leningradskiy,RU,69.3833,178.4167,34.2,89,100,4.18,overcast clouds
566,Belmonte,BR,-15.8631,-38.8828,76.42,85,98,11.34,moderate rain
567,Kedrovyy,RU,56.1667,91.8167,48.61,42,99,4.45,overcast clouds
568,Andreapol,RU,56.6513,32.2664,43.16,90,80,5.44,broken clouds
569,Ahipara,NZ,-35.1667,173.1667,61.52,84,59,9.33,light rain
570,La Ronge,CA,55.1001,-105.2842,35.85,93,100,13.8,mist
571,Kosh-Agach,RU,50.0,88.6667,48.81,39,6,2.51,clear sky
572,Gladstone,AU,-23.85,151.25,67.93,94,100,0.0,overcast clouds
573,Guozhen,CN,34.3659,107.359,52.36,54,100,2.62,overcast clouds
574,San Lawrenz,MT,36.0553,14.204,67.41,72,0,9.89,clear sky
575,Luebo,CD,-5.35,21.4167,77.05,62,47,0.83,scattered clouds
576,Biak,ID,-0.9131,122.8766,76.01,85,98,2.1,overcast clouds
577,Mount Darwin,ZW,-16.7725,31.5838,62.47,55,0,3.85,clear sky
578,Maningrida,AU,-12.0667,134.2667,74.16,78,75,4.47,broken clouds
579,Bandarbeyla,SO,9.4942,50.8122,82.56,82,3,18.59,clear sky
580,Sao Felix Do Xingu,BR,-6.6447,-51.995,87.42,59,51,4.85,moderate rain
581,Rio Gallegos,AR,-51.6226,-69.2181,49.33,65,69,19.01,broken clouds
582,Beckley,US,37.7782,-81.1882,78.69,70,29,1.01,scattered clouds
583,Khovu-Aksy,RU,51.1333,93.6,49.55,30,0,4.88,clear sky
584,Koungou,YT,-12.7336,45.2042,80.31,83,100,6.91,overcast clouds
585,Porto Walter,BR,-8.2686,-72.7439,90.54,51,100,1.39,overcast clouds
586,Ca Mau,VN,9.1769,105.15,80.8,85,97,2.91,overcast clouds
587,Zyryanka,RU,65.75,150.85,23.2,92,82,6.64,broken clouds
588,Muros,ES,42.7762,-9.0603,65.3,75,68,4.99,broken clouds
589,Maputo,MZ,-25.9653,32.5892,74.88,85,20,5.75,few clouds
590,Paita,PE,-5.0892,-81.1144,73.83,71,71,12.12,broken clouds
591,Never,FR,46.9896,3.159,71.35,64,100,8.12,overcast clouds
592,Balkhash,KZ,46.844,74.9804,61.43,69,100,7.65,overcast clouds
593,Mulege,MX,26.8833,-111.9833,89.53,17,100,9.66,overcast clouds
594,Tilichiki,RU,60.4667,166.1,33.13,99,100,2.89,overcast clouds
595,Clavier,BE,50.4005,5.3524,64.96,79,28,4.23,scattered clouds
596,Kalavad,IN,22.2167,70.3833,84.78,66,0,14.38,clear sky
597,Borogontsy,RU,62.6683,131.1683,24.71,98,62,3.8,broken clouds
598,Inverell,AU,-29.7833,151.1167,61.66,97,11,1.99,few clouds
599,Juliaca,PE,-15.5,-70.1333,57.65,34,99,6.04,overcast clouds
600,Ares,BR,-6.1944,-35.1603,84.29,83,33,10.89,scattered clouds
601,Piran,SI,45.5278,13.5706,71.71,68,0,2.3,clear sky
602,Arkhangelsk,RU,64.5401,40.5433,55.51,66,40,6.71,scattered clouds
603,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.87,70,69,5.41,broken clouds
604,Leh,IN,34.1667,77.5833,50.29,25,0,5.21,clear sky
605,Olmos,PE,-5.9847,-79.7453,87.28,45,21,6.22,few clouds
606,Tias,ES,28.9611,-13.645,71.28,73,20,9.22,few clouds
607,Anadyr,RU,64.75,177.4833,35.01,93,100,8.01,overcast clouds
608,Onega,RU,63.9061,38.1404,42.37,93,100,5.32,overcast clouds
609,Chifeng,CN,42.2683,118.9636,46.38,50,0,7.14,clear sky
610,Igarka,RU,67.4667,86.5833,35.04,100,100,5.82,overcast clouds
611,Ushtobe,KZ,45.2514,77.9838,62.89,70,99,7.49,overcast clouds
612,Grand Forks,US,47.9417,-97.4337,56.79,47,99,21.45,overcast clouds
613,Sungaipenuh,ID,-2.0833,101.3833,67.39,97,33,2.13,scattered clouds
614,Oistins,BB,13.0667,-59.5333,81.18,69,94,17.69,overcast clouds
615,Eenhana,NA,-17.4667,16.3333,68.02,30,1,7.0,clear sky
616,Angoche,MZ,-16.2325,39.9086,73.69,71,0,6.33,clear sky
617,Ocampo,MX,21.65,-101.5,81.68,13,13,5.99,few clouds
618,Ayagoz,KZ,47.9714,80.4392,59.54,65,100,8.48,overcast clouds
619,Pandan,PH,14.0453,124.1694,80.73,83,100,9.57,moderate rain
620,Gamba,GA,-2.65,10.0,78.1,92,97,5.5,overcast clouds
621,Edd,ER,13.9297,41.6925,86.61,69,0,5.79,clear sky
622,Tromso,NO,69.6496,18.957,42.82,87,75,3.44,light intensity shower rain
623,Saint-Francois,FR,46.4154,3.9054,71.04,53,0,3.44,clear sky
624,Pirapemas,BR,-3.7267,-44.2233,80.82,90,100,4.12,overcast clouds
625,Key West,US,24.5557,-81.7826,82.99,71,0,5.61,clear sky
626,Yuzhnyy,RU,53.2542,83.6936,70.18,24,0,6.71,clear sky
627,Sukhumi,GE,43.0033,41.0153,59.79,82,9,3.13,clear sky
628,Racale,IT,39.9631,18.0938,69.35,73,13,3.0,few clouds
629,Dillon,US,34.4166,-79.3712,84.25,46,52,4.81,broken clouds
630,Tecoanapa,MX,16.5167,-98.75,88.74,57,38,11.86,scattered clouds
631,Cuamba,MZ,-14.8031,36.5372,64.8,59,11,3.09,few clouds
632,Juneau,US,58.3019,-134.4197,48.85,74,82,3.78,broken clouds
633,Cao Bang,VN,22.6667,106.25,71.37,99,100,2.21,overcast clouds
634,Bakchar,RU,57.0186,82.0711,57.69,47,29,5.03,scattered clouds
635,Naze,JP,28.3667,129.4833,65.32,84,100,10.8,overcast clouds
636,Katangli,RU,51.7102,143.2326,31.14,99,100,4.03,light snow
637,Karonga,MW,-9.9333,33.9333,70.39,82,7,3.78,clear sky
638,Inhambane,MZ,-23.865,35.3833,64.38,94,20,3.44,few clouds
639,Shalya,RU,57.2471,58.7298,43.23,91,17,6.31,few clouds
640,Ulaanbaatar,MN,47.9077,106.8832,26.73,63,0,4.47,clear sky
641,Pemberton,CA,50.3164,-122.8027,51.84,82,96,3.31,overcast clouds
642,Mildura,AU,-34.2,142.15,57.07,92,0,4.79,clear sky
643,Pundaguitan,PH,6.3711,126.1689,81.43,77,100,4.29,moderate rain
644,Ankang,CN,32.68,109.0172,49.32,94,100,0.74,overcast clouds
645,Scottsboro,US,34.6723,-86.0341,84.31,51,40,5.75,scattered clouds
646,Port Macquarie,AU,-31.4333,152.9167,64.89,93,80,6.96,broken clouds
647,Taywarah,AF,33.35,64.4167,52.97,41,0,2.44,clear sky
648,College,US,64.8569,-147.8028,44.58,77,75,1.01,broken clouds
649,Tshikapa,CD,-6.4167,20.8,81.39,52,100,0.96,overcast clouds
650,Oga,IT,46.4631,10.347,55.94,95,38,3.74,scattered clouds
651,Vostok,RU,46.4856,135.8833,37.17,79,99,6.73,overcast clouds
652,Manzanillo,CU,20.3433,-77.1167,88.97,48,49,3.98,scattered clouds
653,Xichang,CN,27.8964,102.2634,54.91,91,100,3.94,moderate rain
654,Ninh Binh,VN,20.2539,105.975,75.54,96,81,2.06,broken clouds
655,Villarrica,PY,-25.75,-56.4333,63.61,100,100,3.53,moderate rain
656,Mazagao,BR,-0.115,-51.2894,83.19,80,100,6.02,moderate rain
657,Aguimes,ES,27.9054,-15.4461,70.43,73,20,20.71,few clouds
658,Atar,MR,20.5169,-13.0499,102.16,9,100,8.34,overcast clouds
659,Bojnurd,IR,37.4747,57.329,56.39,55,0,4.94,clear sky
660,North Bend,US,43.4065,-124.2243,58.15,97,100,10.36,mist
661,Wyndham,US,37.6985,-77.6125,74.59,89,100,1.99,overcast clouds
662,Ambilobe,MG,-13.2,49.05,70.03,80,0,3.78,clear sky
663,Nishihara,JP,26.1842,127.7558,73.45,100,75,11.5,broken clouds
664,Leshan,CN,29.5623,103.7639,57.07,95,100,3.09,overcast clouds
665,Markova,UA,48.6758,24.4138,49.82,88,23,5.39,few clouds
666,San Fernando,PH,15.0286,120.6898,83.93,80,88,1.81,overcast clouds
667,Jishou,CN,28.3167,109.7167,54.09,98,100,2.71,moderate rain
668,Sarwar,IN,26.0667,75.0,95.83,16,5,10.2,clear sky
669,Nioro,GM,13.35,-15.75,104.36,12,4,7.9,clear sky
670,Mopipi,BW,-21.1833,24.8833,69.75,31,1,2.55,clear sky
671,Coihaique,CL,-45.5752,-72.0662,51.75,54,0,4.61,clear sky
672,Shumskiy,RU,54.8318,99.1328,52.56,41,35,3.8,scattered clouds
673,Rafai,CF,4.95,23.9167,70.77,92,91,2.3,light rain
674,Chihuahua,MX,28.5,-106.0,87.15,9,5,8.14,clear sky
675,Tezu,IN,27.9167,96.1667,71.83,98,100,2.37,overcast clouds
676,Kharp,RU,66.8014,65.8081,41.99,97,100,10.94,overcast clouds
677,Lewisporte,CA,49.2499,-55.0482,44.58,59,99,6.82,overcast clouds
678,Samarai,PG,-10.6167,150.6667,80.98,80,5,9.95,clear sky
679,Tamiahua,MX,21.2667,-97.45,86.34,55,52,9.62,broken clouds
680,Akranes,IS,64.3218,-22.0749,45.16,69,100,7.99,light rain
681,Gallup,US,35.5281,-108.7426,79.56,6,0,1.01,clear sky
682,Timiryazevskiy,RU,56.49,84.8769,61.09,54,80,3.38,broken clouds
683,Tanete,ID,-3.9443,119.7848,74.68,96,97,1.9,overcast clouds
684,Bonavista,CA,48.6499,-53.1147,34.84,76,100,9.31,overcast clouds
685,Gornopravdinsk,RU,60.05,69.9,51.58,92,100,3.56,overcast clouds
686,Japura,ID,-0.3167,102.35,75.94,96,3,1.63,clear sky
687,Wajima,JP,37.4,136.9,56.32,76,100,6.38,overcast clouds
